"number","sentence","label1"
"2903","Not only was this my most difficult wrestling match of my life, it was my most embarrassing. ","wrestling"
"2904","A professional sumo wrestler, or rikishi, has many different rules and regulations to follow. ","wrestling"
"2905","In sumo wrestling, the biggest, fattest, heaviest dude is going to win, or at least have the advantage. ","wrestling"
"2906","Lance Palmer, a 140-pound high school wrestler(1) and four-time state champ recently wrestled a 650-pound black bear Ceaser at the annual Travel & Outdoor Show ","wrestling"
"2907","Cruiserweight Ariya Daivari and his brother Shawn Daivari, in his first WWE appearance since 2007, came out to interrupt them ","wrestling"
"2908","The wrestler pinned his opponent to the canvas. ","wrestling"
"2909","I've always been a huge fan of WWE and pro wrestling ","wrestling"
"2910","The winner of the tournament, which has taken place every summer for almost 650 years, is declared baspehlivan, or ""head wrestler ","wrestling"
"2911","Regarding his future in the wrestling industry, he said that he'd like to finish his career on his terms and return to WWE for a brief run and retirement match ","wrestling"
"2912","Both of the wrestlers tried to tumble the adversary with all their strength. ","wrestling"
"2913","Wrestling is an important activity in the lives of the Inner Mongolian people ","wrestling"
"2914","prior to competing against former professional wrestler larry brewbaker, williams wanted to prove a serious point on his insight concerning professional fighting and the association it has with age ","wrestling"
"2915","After circling around for a minute, the two wrestlers came to grips with each other. ","wrestling"
"2916","the following year she was one of the competitors in the annual copa antonio pe?a, which for the first time featured both male and female wrestlers fighting each other ","wrestling"
"2917","He performed for various territories of the National Wrestling Alliance (NWA), becoming a two-time NWA World Heavyweight Champion, and multi-time NWA Tag Team Champion with his brother Gerald Brisco ","wrestling"
"2918","'''The Last Show at the Madhouse''' was a professional wrestling live event produced by Extreme Championship Wrestling (ECW) on August 26, 1999 ","wrestling"
"2919","A contest can finish early if a wrestler wins the first 2 periods or pins his opponent ","wrestling"
"2920","It was said that every Maratha boy at the time could wrestle and even women took up the sport ","wrestling"
"2921","In 1935, Steve and his brother Paddy Casey joined the British Amateur Wrestling Team ","wrestling"
"2922","the wrestler stands in front of and facing a bent over opponent and places them in a gutwrench waistlock or a standing headscissors ","wrestling"
"2923","More frightening is that some dead walk in the streets, bloodthirsty, such as life, has already turned into a horrible zombie. ","zombie"
"2924","If an infection breaks out in a city of 500, 000 people, the zombies will outnumber the susceptibles in about three days. ","zombie"
"2925","Immortals killed by Designated Marksmen's rounds or monofilament cartridge will not respawn. ","zombie"
"2926","Desiring revenge, Lu returns to the town and hires Wu Lung, a Taoist priest, to raise several zombies to fight Pang ","zombie"
"2927","Upon arriving, he finds zombies springing from the graveyard ","zombie"
"2928","Reanimation of ghouls will decrease population. Reanimation of soulless will decrease unburied corpses. ","zombie"
"2929","As more and more zombie-fied creatures attack the group, they use every implement available to defend themselves ","zombie"
"2930","Once people are bitten or scratched by them would be infected, and even become a zombie immediately. ","zombie"
"2931","People but they bite or scratches on will be infected, and turned into zombies ","zombie"
"2932","After he's bitten by a beetle carrying a zombie virus, a tough soldier survives the infection, becoming only half zombie ","zombie"
"2933","Rick has been besieged by the number of zombie survivors of aid, after some struggling to fight, they eventually return to the field camp ","zombie"
"2934","Modern zombies are usually created, not by voodoo, but by infection ","zombie"
"2935","To ensure the animals' health, the food is supplied by the zoo, either from vending machines or a kiosk nearby ","zoo"
"2936","Trials were conducted at the Perth Zoo to determine whether the broad leaves deterred granivores from foraging the fruit by the short-billed black cockatoo funereus latirostris'') ","zoo"
"2937","The zoo orchard with trees such as mango, guava, and coconut supplies fruits for the park's daily requirement ","zoo"
"2938","A sea lion is poised to catch a piece of fish thrown by his keeper at the zoo in the German city of Stuttgart. ","zoo"
"2939","Zoo officials say they didn't have time to take the animal elsewhere ","zoo"
"2940","Zoo Central features a concessions area, carousel, and children's train ride that traverses the north side of the African Journey exhibit ","zoo"
"2941","Sparrows were also trapped as food for falconers' birds and zoo animals ","zoo"
"2942","The ''Mus?e zoologique'' is one of the oldest in France and is especially famous for its collection of birds ","zoo"
"2943","It serves as a petting zoo where visitors can feed the animals food provided by the zoo ","zoo"
"2944","Of course. Beijing Zoo is one of the biggest zoos in the world and has the most famous is the giant panda, a national treasure. ","zoo"
"2945","The youngster is now roaming around its pen and nibbling on fruit and flowers at Taronga Western Plains Zoo in New South Wales, Australi ","zoo"
"2946","When the Zoological Gardens was set up in 1876, he donated many birds and animals from his personal collection ","zoo"
"2947","Two captive individuals on a skewer of fruit The Egyptian fruit bat is well represented in zoos around the world ","zoo"
"2948","Zoos of various kinds are justifying their existence by providing a lifeline for the existence of critically endangered species. ","zoo"
"2949","In 1973, the zoo had 158 mammal species, 259 bird species, 56 reptile species and 7 fish species ","zoo"
"2950","guests can see the zoo's family of titi monkeys, a kinkajou, two Wied's marmosets, and a colony of African straw-colored fruit bats ","zoo"
"2951","SAI currently works with two zoos and one animal refuge to provide food and medical care with additional plans to work with more ","zoo"
